seq	citeUrn	ctsUrn	analysis	surfaceForm
6738	urn:cite:fu:synTok_tlg0085_tlg003_fu.6738	urn:cts:greekLit:tlg0085.tlg003.fu:1035@ποτέ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6738	ποτέ
6739	urn:cite:fu:synTok_tlg0085_tlg003_fu.6739	urn:cts:greekLit:tlg0085.tlg003.fu:1035@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6739	.
6740	urn:cite:fu:synTok_tlg0085_tlg003_fu.6740	urn:cts:greekLit:tlg0085.tlg003.fu:1036@ἡμῖν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6740	ἡμῖν
6741	urn:cite:fu:synTok_tlg0085_tlg003_fu.6741	urn:cts:greekLit:tlg0085.tlg003.fu:1036@μὲν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6741	μὲν
6742	urn:cite:fu:synTok_tlg0085_tlg003_fu.6742	urn:cts:greekLit:tlg0085.tlg003.fu:1036@Ἑρμῆς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6742	Ἑρμῆς
6743	urn:cite:fu:synTok_tlg0085_tlg003_fu.6743	urn:cts:greekLit:tlg0085.tlg003.fu:1036@οὐκ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6743	οὐκ
6744	urn:cite:fu:synTok_tlg0085_tlg003_fu.6744	urn:cts:greekLit:tlg0085.tlg003.fu:1036@ἄκαιρα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6744	ἄκαιρα
6745	urn:cite:fu:synTok_tlg0085_tlg003_fu.6745	urn:cts:greekLit:tlg0085.tlg003.fu:1036@φαίνεται[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6745	φαίνεται
6746	urn:cite:fu:synTok_tlg0085_tlg003_fu.6746	urn:cts:greekLit:tlg0085.tlg003.fu:1037@λέγειν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6746	λέγειν
6747	urn:cite:fu:synTok_tlg0085_tlg003_fu.6747	urn:cts:greekLit:tlg0085.tlg003.fu:1037@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6747	.
6748	urn:cite:fu:synTok_tlg0085_tlg003_fu.6748	urn:cts:greekLit:tlg0085.tlg003.fu:1037@ἄνωγε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6748	ἄνωγε
6749	urn:cite:fu:synTok_tlg0085_tlg003_fu.6749	urn:cts:greekLit:tlg0085.tlg003.fu:1037@γάρ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6749	γάρ
6750	urn:cite:fu:synTok_tlg0085_tlg003_fu.6750	urn:cts:greekLit:tlg0085.tlg003.fu:1037@σε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6750	σε
6751	urn:cite:fu:synTok_tlg0085_tlg003_fu.6751	urn:cts:greekLit:tlg0085.tlg003.fu:1037@τὴν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6751	τὴν
6752	urn:cite:fu:synTok_tlg0085_tlg003_fu.6752	urn:cts:greekLit:tlg0085.tlg003.fu:1037@αὐθαδίαν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6752	αὐθαδίαν
6753	urn:cite:fu:synTok_tlg0085_tlg003_fu.6753	urn:cts:greekLit:tlg0085.tlg003.fu:1038@μεθέντ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6753	μεθέντ᾽
6754	urn:cite:fu:synTok_tlg0085_tlg003_fu.6754	urn:cts:greekLit:tlg0085.tlg003.fu:1038@ἐρευνᾶν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6754	ἐρευνᾶν
6755	urn:cite:fu:synTok_tlg0085_tlg003_fu.6755	urn:cts:greekLit:tlg0085.tlg003.fu:1038@τὴν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6755	τὴν
6756	urn:cite:fu:synTok_tlg0085_tlg003_fu.6756	urn:cts:greekLit:tlg0085.tlg003.fu:1038@σοφὴν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6756	σοφὴν
6757	urn:cite:fu:synTok_tlg0085_tlg003_fu.6757	urn:cts:greekLit:tlg0085.tlg003.fu:1038@εὐβουλίαν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6757	εὐβουλίαν
6758	urn:cite:fu:synTok_tlg0085_tlg003_fu.6758	urn:cts:greekLit:tlg0085.tlg003.fu:1038@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6758	.
6759	urn:cite:fu:synTok_tlg0085_tlg003_fu.6759	urn:cts:greekLit:tlg0085.tlg003.fu:1039@πιθοῦ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6759	πιθοῦ
6760	urn:cite:fu:synTok_tlg0085_tlg003_fu.6760	urn:cts:greekLit:tlg0085.tlg003.fu:1039@·[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6760	·
6761	urn:cite:fu:synTok_tlg0085_tlg003_fu.6761	urn:cts:greekLit:tlg0085.tlg003.fu:1039@σοφῷ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6761	σοφῷ
6762	urn:cite:fu:synTok_tlg0085_tlg003_fu.6762	urn:cts:greekLit:tlg0085.tlg003.fu:1039@γὰρ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6762	γὰρ
6763	urn:cite:fu:synTok_tlg0085_tlg003_fu.6763	urn:cts:greekLit:tlg0085.tlg003.fu:1039@αἰσχρὸν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6763	αἰσχρὸν
6764	urn:cite:fu:synTok_tlg0085_tlg003_fu.6764	urn:cts:greekLit:tlg0085.tlg003.fu:1039@ἐξαμαρτάνειν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6764	ἐξαμαρτάνειν
6765	urn:cite:fu:synTok_tlg0085_tlg003_fu.6765	urn:cts:greekLit:tlg0085.tlg003.fu:1039@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6765	.
6766	urn:cite:fu:synTok_tlg0085_tlg003_fu.6766	urn:cts:greekLit:tlg0085.tlg003.fu:1040@εἰδότι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6766	εἰδότι
6767	urn:cite:fu:synTok_tlg0085_tlg003_fu.6767	urn:cts:greekLit:tlg0085.tlg003.fu:1040@τοί[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6767	τοί
6768	urn:cite:fu:synTok_tlg0085_tlg003_fu.6768	urn:cts:greekLit:tlg0085.tlg003.fu:1040@μοι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6768	μοι
6769	urn:cite:fu:synTok_tlg0085_tlg003_fu.6769	urn:cts:greekLit:tlg0085.tlg003.fu:1040@τάσδ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6769	τάσδ᾽
6770	urn:cite:fu:synTok_tlg0085_tlg003_fu.6770	urn:cts:greekLit:tlg0085.tlg003.fu:1040@ἀγγελίας[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6770	ἀγγελίας
6771	urn:cite:fu:synTok_tlg0085_tlg003_fu.6771	urn:cts:greekLit:tlg0085.tlg003.fu:1041@ὅδ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6771	ὅδ᾽
6772	urn:cite:fu:synTok_tlg0085_tlg003_fu.6772	urn:cts:greekLit:tlg0085.tlg003.fu:1041@ἐθώυξεν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6772	ἐθώυξεν
6773	urn:cite:fu:synTok_tlg0085_tlg003_fu.6773	urn:cts:greekLit:tlg0085.tlg003.fu:1041@·[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6773	·
6774	urn:cite:fu:synTok_tlg0085_tlg003_fu.6774	urn:cts:greekLit:tlg0085.tlg003.fu:1041@πάσχειν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6774	πάσχειν
6775	urn:cite:fu:synTok_tlg0085_tlg003_fu.6775	urn:cts:greekLit:tlg0085.tlg003.fu:1041@δὲ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6775	δὲ
6776	urn:cite:fu:synTok_tlg0085_tlg003_fu.6776	urn:cts:greekLit:tlg0085.tlg003.fu:1041@κακῶς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6776	κακῶς
6777	urn:cite:fu:synTok_tlg0085_tlg003_fu.6777	urn:cts:greekLit:tlg0085.tlg003.fu:1042@ἐχθρὸν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6777	ἐχθρὸν
6778	urn:cite:fu:synTok_tlg0085_tlg003_fu.6778	urn:cts:greekLit:tlg0085.tlg003.fu:1042@ὑπ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6778	ὑπ᾽
6779	urn:cite:fu:synTok_tlg0085_tlg003_fu.6779	urn:cts:greekLit:tlg0085.tlg003.fu:1042@ἐχθρῶν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6779	ἐχθρῶν
6780	urn:cite:fu:synTok_tlg0085_tlg003_fu.6780	urn:cts:greekLit:tlg0085.tlg003.fu:1042@οὐδὲν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6780	οὐδὲν
6781	urn:cite:fu:synTok_tlg0085_tlg003_fu.6781	urn:cts:greekLit:tlg0085.tlg003.fu:1042@ἀεικές[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6781	ἀεικές
6782	urn:cite:fu:synTok_tlg0085_tlg003_fu.6782	urn:cts:greekLit:tlg0085.tlg003.fu:1042@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6782	.
6783	urn:cite:fu:synTok_tlg0085_tlg003_fu.6783	urn:cts:greekLit:tlg0085.tlg003.fu:1043@πρὸς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6783	πρὸς
6784	urn:cite:fu:synTok_tlg0085_tlg003_fu.6784	urn:cts:greekLit:tlg0085.tlg003.fu:1043@ταῦτ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6784	ταῦτ᾽
6785	urn:cite:fu:synTok_tlg0085_tlg003_fu.6785	urn:cts:greekLit:tlg0085.tlg003.fu:1043@ἐπ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6785	ἐπ᾽
6786	urn:cite:fu:synTok_tlg0085_tlg003_fu.6786	urn:cts:greekLit:tlg0085.tlg003.fu:1043@ἐμοὶ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6786	ἐμοὶ
6787	urn:cite:fu:synTok_tlg0085_tlg003_fu.6787	urn:cts:greekLit:tlg0085.tlg003.fu:1043@ῥιπτέσθω[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6787	ῥιπτέσθω
6788	urn:cite:fu:synTok_tlg0085_tlg003_fu.6788	urn:cts:greekLit:tlg0085.tlg003.fu:1043@μὲν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6788	μὲν
6789	urn:cite:fu:synTok_tlg0085_tlg003_fu.6789	urn:cts:greekLit:tlg0085.tlg003.fu:1044@πυρὸς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6789	πυρὸς
6790	urn:cite:fu:synTok_tlg0085_tlg003_fu.6790	urn:cts:greekLit:tlg0085.tlg003.fu:1044@ἀμφήκης[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6790	ἀμφήκης
6791	urn:cite:fu:synTok_tlg0085_tlg003_fu.6791	urn:cts:greekLit:tlg0085.tlg003.fu:1044@βόστρυχος[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6791	βόστρυχος
6792	urn:cite:fu:synTok_tlg0085_tlg003_fu.6792	urn:cts:greekLit:tlg0085.tlg003.fu:1044@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6792	,
6793	urn:cite:fu:synTok_tlg0085_tlg003_fu.6793	urn:cts:greekLit:tlg0085.tlg003.fu:1044@αἰθὴρ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6793	αἰθὴρ
6794	urn:cite:fu:synTok_tlg0085_tlg003_fu.6794	urn:cts:greekLit:tlg0085.tlg003.fu:1044@δ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6794	δ᾽
6795	urn:cite:fu:synTok_tlg0085_tlg003_fu.6795	urn:cts:greekLit:tlg0085.tlg003.fu:1045@ἐρεθιζέσθω[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6795	ἐρεθιζέσθω
6796	urn:cite:fu:synTok_tlg0085_tlg003_fu.6796	urn:cts:greekLit:tlg0085.tlg003.fu:1045@βροντῇ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6796	βροντῇ
6797	urn:cite:fu:synTok_tlg0085_tlg003_fu.6797	urn:cts:greekLit:tlg0085.tlg003.fu:1045@σφακέλῳ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6797	σφακέλῳ
6798	urn:cite:fu:synTok_tlg0085_tlg003_fu.6798	urn:cts:greekLit:tlg0085.tlg003.fu:1045@τ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6798	τ᾽
6799	urn:cite:fu:synTok_tlg0085_tlg003_fu.6799	urn:cts:greekLit:tlg0085.tlg003.fu:1046@ἀγρίων[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6799	ἀγρίων
6800	urn:cite:fu:synTok_tlg0085_tlg003_fu.6800	urn:cts:greekLit:tlg0085.tlg003.fu:1046@ἀνέμων[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6800	ἀνέμων
6801	urn:cite:fu:synTok_tlg0085_tlg003_fu.6801	urn:cts:greekLit:tlg0085.tlg003.fu:1046@·[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6801	·
6802	urn:cite:fu:synTok_tlg0085_tlg003_fu.6802	urn:cts:greekLit:tlg0085.tlg003.fu:1046@χθόνα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6802	χθόνα
6803	urn:cite:fu:synTok_tlg0085_tlg003_fu.6803	urn:cts:greekLit:tlg0085.tlg003.fu:1046@δ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6803	δ᾽
6804	urn:cite:fu:synTok_tlg0085_tlg003_fu.6804	urn:cts:greekLit:tlg0085.tlg003.fu:1046@ἐκ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6804	ἐκ
6805	urn:cite:fu:synTok_tlg0085_tlg003_fu.6805	urn:cts:greekLit:tlg0085.tlg003.fu:1046@πυθμένων[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6805	πυθμένων
6806	urn:cite:fu:synTok_tlg0085_tlg003_fu.6806	urn:cts:greekLit:tlg0085.tlg003.fu:1047@αὐταῖς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6806	αὐταῖς
6807	urn:cite:fu:synTok_tlg0085_tlg003_fu.6807	urn:cts:greekLit:tlg0085.tlg003.fu:1047@ῥίζαις[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6807	ῥίζαις
6808	urn:cite:fu:synTok_tlg0085_tlg003_fu.6808	urn:cts:greekLit:tlg0085.tlg003.fu:1047@πνεῦμα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6808	πνεῦμα
6809	urn:cite:fu:synTok_tlg0085_tlg003_fu.6809	urn:cts:greekLit:tlg0085.tlg003.fu:1047@κραδαίνοι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6809	κραδαίνοι
6810	urn:cite:fu:synTok_tlg0085_tlg003_fu.6810	urn:cts:greekLit:tlg0085.tlg003.fu:1047@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6810	,
6811	urn:cite:fu:synTok_tlg0085_tlg003_fu.6811	urn:cts:greekLit:tlg0085.tlg003.fu:1048@κῦμα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6811	κῦμα
6812	urn:cite:fu:synTok_tlg0085_tlg003_fu.6812	urn:cts:greekLit:tlg0085.tlg003.fu:1048@δὲ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6812	δὲ
6813	urn:cite:fu:synTok_tlg0085_tlg003_fu.6813	urn:cts:greekLit:tlg0085.tlg003.fu:1048@πόντου[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6813	πόντου
6814	urn:cite:fu:synTok_tlg0085_tlg003_fu.6814	urn:cts:greekLit:tlg0085.tlg003.fu:1048@τραχεῖ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6814	τραχεῖ
6815	urn:cite:fu:synTok_tlg0085_tlg003_fu.6815	urn:cts:greekLit:tlg0085.tlg003.fu:1048@ῥοθίῳ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6815	ῥοθίῳ
6816	urn:cite:fu:synTok_tlg0085_tlg003_fu.6816	urn:cts:greekLit:tlg0085.tlg003.fu:1049@συγχώσειεν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6816	συγχώσειεν
6817	urn:cite:fu:synTok_tlg0085_tlg003_fu.6817	urn:cts:greekLit:tlg0085.tlg003.fu:1049@τῶν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6817	τῶν
6818	urn:cite:fu:synTok_tlg0085_tlg003_fu.6818	urn:cts:greekLit:tlg0085.tlg003.fu:1049@οὐρανίων[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6818	οὐρανίων
6819	urn:cite:fu:synTok_tlg0085_tlg003_fu.6819	urn:cts:greekLit:tlg0085.tlg003.fu:1050@ἄστρων[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6819	ἄστρων
6820	urn:cite:fu:synTok_tlg0085_tlg003_fu.6820	urn:cts:greekLit:tlg0085.tlg003.fu:1050@διόδους[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6820	διόδους
6821	urn:cite:fu:synTok_tlg0085_tlg003_fu.6821	urn:cts:greekLit:tlg0085.tlg003.fu:1050@·[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6821	·
6822	urn:cite:fu:synTok_tlg0085_tlg003_fu.6822	urn:cts:greekLit:tlg0085.tlg003.fu:1050@εἴς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6822	εἴς
6823	urn:cite:fu:synTok_tlg0085_tlg003_fu.6823	urn:cts:greekLit:tlg0085.tlg003.fu:1050@τε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6823	τε
6824	urn:cite:fu:synTok_tlg0085_tlg003_fu.6824	urn:cts:greekLit:tlg0085.tlg003.fu:1050@κελαινὸν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6824	κελαινὸν
6825	urn:cite:fu:synTok_tlg0085_tlg003_fu.6825	urn:cts:greekLit:tlg0085.tlg003.fu:1051@Τάρταρον[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6825	Τάρταρον
6826	urn:cite:fu:synTok_tlg0085_tlg003_fu.6826	urn:cts:greekLit:tlg0085.tlg003.fu:1051@ἄρδην[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6826	ἄρδην
6827	urn:cite:fu:synTok_tlg0085_tlg003_fu.6827	urn:cts:greekLit:tlg0085.tlg003.fu:1051@ῥίψειε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6827	ῥίψειε
6828	urn:cite:fu:synTok_tlg0085_tlg003_fu.6828	urn:cts:greekLit:tlg0085.tlg003.fu:1051@δέμας[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6828	δέμας
6829	urn:cite:fu:synTok_tlg0085_tlg003_fu.6829	urn:cts:greekLit:tlg0085.tlg003.fu:1052@τοὐμὸν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6829	τοὐμὸν
6830	urn:cite:fu:synTok_tlg0085_tlg003_fu.6830	urn:cts:greekLit:tlg0085.tlg003.fu:1052@ἀνάγκης[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6830	ἀνάγκης
6831	urn:cite:fu:synTok_tlg0085_tlg003_fu.6831	urn:cts:greekLit:tlg0085.tlg003.fu:1052@στερραῖς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6831	στερραῖς
6832	urn:cite:fu:synTok_tlg0085_tlg003_fu.6832	urn:cts:greekLit:tlg0085.tlg003.fu:1052@δίναις[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6832	δίναις
6833	urn:cite:fu:synTok_tlg0085_tlg003_fu.6833	urn:cts:greekLit:tlg0085.tlg003.fu:1052@·[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6833	·
6834	urn:cite:fu:synTok_tlg0085_tlg003_fu.6834	urn:cts:greekLit:tlg0085.tlg003.fu:1053@πάντως[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6834	πάντως
6835	urn:cite:fu:synTok_tlg0085_tlg003_fu.6835	urn:cts:greekLit:tlg0085.tlg003.fu:1053@ἐμέ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6835	ἐμέ
6836	urn:cite:fu:synTok_tlg0085_tlg003_fu.6836	urn:cts:greekLit:tlg0085.tlg003.fu:1053@γ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6836	γ᾽
6837	urn:cite:fu:synTok_tlg0085_tlg003_fu.6837	urn:cts:greekLit:tlg0085.tlg003.fu:1053@οὐ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6837	οὐ
6838	urn:cite:fu:synTok_tlg0085_tlg003_fu.6838	urn:cts:greekLit:tlg0085.tlg003.fu:1053@θανατώσει[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6838	θανατώσει
6839	urn:cite:fu:synTok_tlg0085_tlg003_fu.6839	urn:cts:greekLit:tlg0085.tlg003.fu:1053@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6839	.
6840	urn:cite:fu:synTok_tlg0085_tlg003_fu.6840	urn:cts:greekLit:tlg0085.tlg003.fu:1054@τοιάδε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6840	τοιάδε
6841	urn:cite:fu:synTok_tlg0085_tlg003_fu.6841	urn:cts:greekLit:tlg0085.tlg003.fu:1054@μέντοι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6841	μέντοι
6842	urn:cite:fu:synTok_tlg0085_tlg003_fu.6842	urn:cts:greekLit:tlg0085.tlg003.fu:1054@τῶν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6842	τῶν
6843	urn:cite:fu:synTok_tlg0085_tlg003_fu.6843	urn:cts:greekLit:tlg0085.tlg003.fu:1054@φρενοπλήκτων[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6843	φρενοπλήκτων
6844	urn:cite:fu:synTok_tlg0085_tlg003_fu.6844	urn:cts:greekLit:tlg0085.tlg003.fu:1055@βουλεύματ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6844	βουλεύματ᾽
6845	urn:cite:fu:synTok_tlg0085_tlg003_fu.6845	urn:cts:greekLit:tlg0085.tlg003.fu:1055@ἔπη[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6845	ἔπη
6846	urn:cite:fu:synTok_tlg0085_tlg003_fu.6846	urn:cts:greekLit:tlg0085.tlg003.fu:1055@τ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6846	τ᾽
6847	urn:cite:fu:synTok_tlg0085_tlg003_fu.6847	urn:cts:greekLit:tlg0085.tlg003.fu:1055@ἔστιν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6847	ἔστιν
6848	urn:cite:fu:synTok_tlg0085_tlg003_fu.6848	urn:cts:greekLit:tlg0085.tlg003.fu:1055@ἀκοῦσαι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6848	ἀκοῦσαι
6849	urn:cite:fu:synTok_tlg0085_tlg003_fu.6849	urn:cts:greekLit:tlg0085.tlg003.fu:1055@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6849	.
6850	urn:cite:fu:synTok_tlg0085_tlg003_fu.6850	urn:cts:greekLit:tlg0085.tlg003.fu:1056@τί[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6850	τί
6851	urn:cite:fu:synTok_tlg0085_tlg003_fu.6851	urn:cts:greekLit:tlg0085.tlg003.fu:1056@γὰρ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6851	γὰρ
6852	urn:cite:fu:synTok_tlg0085_tlg003_fu.6852	urn:cts:greekLit:tlg0085.tlg003.fu:1056@ἐλλείπει[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6852	ἐλλείπει
6853	urn:cite:fu:synTok_tlg0085_tlg003_fu.6853	urn:cts:greekLit:tlg0085.tlg003.fu:1056@μὴ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6853	μὴ
6854	urn:cite:fu:synTok_tlg0085_tlg003_fu.6854	urn:cts:greekLit:tlg0085.tlg003.fu:1056@οὐ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6854	οὐ
6855	urn:cite:fu:synTok_tlg0085_tlg003_fu.6855	urn:cts:greekLit:tlg0085.tlg003.fu:1056@παραπαίειν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6855	παραπαίειν
6856	urn:cite:fu:synTok_tlg0085_tlg003_fu.6856	urn:cts:greekLit:tlg0085.tlg003.fu:1057@ἡ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6856	ἡ
6857	urn:cite:fu:synTok_tlg0085_tlg003_fu.6857	urn:cts:greekLit:tlg0085.tlg003.fu:1057@τοῦδ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6857	τοῦδ᾽
6858	urn:cite:fu:synTok_tlg0085_tlg003_fu.6858	urn:cts:greekLit:tlg0085.tlg003.fu:1057@εὐχή[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6858	εὐχή
6859	urn:cite:fu:synTok_tlg0085_tlg003_fu.6859	urn:cts:greekLit:tlg0085.tlg003.fu:1057@;[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6859	;
6860	urn:cite:fu:synTok_tlg0085_tlg003_fu.6860	urn:cts:greekLit:tlg0085.tlg003.fu:1057@τί[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6860	τί
6861	urn:cite:fu:synTok_tlg0085_tlg003_fu.6861	urn:cts:greekLit:tlg0085.tlg003.fu:1057@χαλᾷ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6861	χαλᾷ
6862	urn:cite:fu:synTok_tlg0085_tlg003_fu.6862	urn:cts:greekLit:tlg0085.tlg003.fu:1057@μανιῶν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6862	μανιῶν
6863	urn:cite:fu:synTok_tlg0085_tlg003_fu.6863	urn:cts:greekLit:tlg0085.tlg003.fu:1057@;[2]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6863	;
6864	urn:cite:fu:synTok_tlg0085_tlg003_fu.6864	urn:cts:greekLit:tlg0085.tlg003.fu:1058@ἀλλ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6864	ἀλλ᾽
6865	urn:cite:fu:synTok_tlg0085_tlg003_fu.6865	urn:cts:greekLit:tlg0085.tlg003.fu:1058@οὖν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6865	οὖν
6866	urn:cite:fu:synTok_tlg0085_tlg003_fu.6866	urn:cts:greekLit:tlg0085.tlg003.fu:1058@ὑμεῖς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6866	ὑμεῖς
6867	urn:cite:fu:synTok_tlg0085_tlg003_fu.6867	urn:cts:greekLit:tlg0085.tlg003.fu:1058@γ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.6867	γ᾽
